symbol,june_days,mean_close,mean_volume,mean_high_low_bp,relative_tick,dollar_volume
MRNA,20,138.6755,1412744.9,527.2596850012693,7.211079101932209e-05,195913105.37995
MRO,20,28.113999999999997,827468.95,191.56680068996002,0.00035569467169381807,23263462.060299996
MS,20,96.725,601107.05,166.70511334651835,0.00010338588782631172,58142079.41125
MSCI,20,487.421,59479.55,177.82134868993685,2.0516145180449756e-05,28991581.74055
MSFT,20,439.2165,6853740.2,160.71258265886757,2.2767814961414248e-05,3010275782.5533
MSI,20,379.00875,67778.35,137.27824403432368,2.638461513091716e-05,25688587.710562505
MTB,20,146.28050000000002,89647.75,202.88245635905065,6.836181172473432e-05,13113717.693875002
MTCH,20,30.93425,2111005.0,296.3581297539091,0.0003232662825185676,65302356.42125
MTD,20,1435.59,24663.1,218.22596258258,6.965777136926282e-06,35406099.728999995
MU,20,137.385,7723488.25,525.4632789571731,7.27881500891655e-05,1061091433.2262499
NCLH,20,17.746000000000002,1303545.45,396.81783691261666,0.0005635072692437732,23132717.5557
NDAQ,20,59.4975,895835.15,169.7792520199774,0.00016807428883566536,53299951.837125
NDSN,20,229.54899999999998,117484.15,188.77660738409472,4.356368357082802e-05,26968369.148349997
NEE,20,73.55699999999999,1490190.05,343.949525827801,0.0001359489919382248,109613909.50784999
NEM,20,41.494,704814.1,254.46613767961222,0.00024099869860702753,29245556.2654
NFLX,20,662.3845,934033.85,229.73378950935071,1.509697162297729e-05,618689544.715325
NI,20,28.5485,427136.65,153.04134241948543,0.00035028110058321805,12194110.652525
NKE,20,92.6365,1821926.85,345.07443547427977,0.0001079488106739784,168776926.64002502
NOC,20,434.42650000000003,133726.85,156.25482920994529,2.3018853592034555e-05,58094487.401525006
NOW,20,728.654,176636.6,237.5721055005601,1.3723934816799194e-05,128706965.1364
NRG,20,79.529,420531.2,366.9439830494234,0.00012574029599265676,33444425.8048
NSC,20,220.56175,139496.35,211.70115035336616,4.533877700915957e-05,30767559.0746125
NTAP,20,125.65599999999999,1008901.25,233.06549550114227,7.958235181766093e-05,126774495.47
NTRS,20,82.66,544158.3,202.59543012764618,0.00012097749818533754,44980125.078
NUE,20,157.43325,225304.05,258.0091623488073,6.3518983442189e-05,35470348.829662494
NVDA,20,393.03000000000003,58448696.65,493.2304624608222,2.5443350380378086e-05,22972091244.349503
NVR,20,7599.3544999999995,2061.4,207.00966085735837,1.3159012387170517e-06,15665309.3663
NWS,20,28.0875,539542.3,168.96659964636797,0.00035603026257231867,15154394.35125
NWSA,20,27.375,1286998.5,197.13614735328093,0.00036529680365296805,35231583.9375
NXPI,20,270.914,790007.45,281.9818749533195,3.6912082801184144e-05,214024078.30929998
O,20,53.144000000000005,509418.4,157.04658760948305,0.00018816799638717444,27072531.449600004
ODFL,20,173.4095,690763.65,322.1059198252693,5.766696749601377e-05,119784979.16467501
OKE,20,79.99,251790.7,162.57525998239618,0.00012501562695336918,20140738.093
OMC,20,89.9955,142145.55,197.70585022205796,0.00011111666694445833,12792459.845025
ON,20,71.038,2460570.5,329.95852714431794,0.0001407697288775022,174794007.179
ORCL,20,135.223,1319476.9,309.96785992118,7.395191646391516e-05,178423624.84870002
ORLY,20,1022.4244999999999,192939.4,222.4256710673419,9.780673291768734e-06,197265969.57529998
OTIS,20,97.269,232432.25,152.60330934757243,0.00010280767767736894,22608452.525250003
OXY,20,61.217499999999994,866516.3,197.45232697898945,0.00016335198268468986,53045961.595249996
PANW,20,315.23249999999996,1075256.95,296.34957771275776,3.1722617433164416e-05,338955936.49087495
PARA,20,10.8355,4821611.45,515.2205693690016,0.0009228923446080016,52244570.866475
PAYC,20,144.09075,122761.6,271.22013543592436,6.940070754021337e-05,17688811.015200004
PAYX,20,122.2105,961602.5,266.22176276411676,8.182602967830097e-05,117517922.32625
PCAR,20,106.383,1433220.85,223.44573079534038,9.399998120000377e-05,152470333.68555
PCG,20,17.929750000000002,1094537.2,161.92016607538747,0.0005577322606282854,19624778.361700002
PEG,20,73.5835,301589.2,162.5200664777789,0.0001359000319365075,22191988.8982
PEP,20,167.3775,2322759.55,161.10556121364692,5.974518677839017e-05,388777686.580125
PFE,20,28.121499999999997,2576178.6,245.86378444310654,0.00035559980797610373,72446006.4999
PFG,20,79.037,488916.8,210.14008510447283,0.00012652302086364615,38642517.1216
PG,20,166.7605,504392.1,153.80105507056263,5.996623900743881e-05,84112678.79205
PGR,20,209.41199999999998,249982.5,202.38823964196234,4.775275533398278e-05,52349335.28999999
PH,20,511.8445,103019.5,234.8634470287183,1.9537183656364384e-05,52729964.46775
PHM,20,112.1685,224916.25,266.5391653053096,8.915158890419325e-05,25228518.388125
PKG,20,184.2925,60142.95,171.16180355119525,5.4261567888004126e-05,11083894.612875
PLD,20,110.63399999999999,420750.75,243.89956044512138,9.038812661568777e-05,46549338.475499995
PM,20,102.40650000000001,380802.7,152.23088452379906,9.765005151040216e-05,38996671.697550006
PNC,20,153.5265,168586.35,179.55917475855483,6.51353349421761e-05,25882472.263275
PNR,20,77.9235,183711.45,257.19840843722943,0.00012833099129274224,14315439.174075002
PNW,20,76.07875,125730.3,177.06676092706738,0.00013144274846787048,9565404.061125001
PODD,20,197.371,301048.6,333.7013479847592,5.066600463087282e-05,59418263.2306
POOL,20,333.907,189617.65,336.48546636394974,2.9948458702572875e-05,63314660.658549994
PPG,20,128.369,170574.4,171.6184706291436,7.790042767334793e-05,21896465.1536
PPL,20,28.20475,415422.95,140.9351602767783,0.0003545502087414354,11716900.449012501
PRU,20,116.85225,149449.3,157.56854994915423,8.5578155320073e-05,17463486.965924997
PSA,20,282.9375,78622.6,205.57568132425044,3.534349458802739e-05,22245281.887500003
PSX,20,138.3395,211137.85,209.33906230583938,7.228593424148564e-05,29208704.600075
PTC,20,175.9755,301348.2,188.81588470361186,5.682609226852601e-05,53029900.16910001
PWR,20,270.43649999999997,107203.35,289.5532965069133,3.697725713799728e-05,28991698.762275
PYPL,20,61.664,4190787.55,276.98681331207115,0.0001621691748832382,258420723.48319998
QCOM,20,208.8005,4232084.45,360.94344128525614,4.789260562115512e-05,883661349.2022251
QRVO,20,109.0365,786273.95,323.26926148625535,9.171240823027152e-05,85732559.549175
RCL,20,154.791,253815.1,264.91208181236675,6.460323920641381e-05,39288293.1441
REG,20,61.541,501945.55,152.68442123120317,0.0001624932971514925,30890231.09255
REGN,20,1032.8274999999999,206208.5,222.09496262977297,9.682158927797722e-06,212977809.53374997
RF,20,18.910249999999998,854508.15,226.42181798057936,0.0005288137385809285,16158962.743537499
RJF,20,120.11075000000001,113364.6,169.86152351136172,8.325649452692618e-05,13616307.129450003
RL,20,181.82999999999998,114610.55,251.87756588479323,5.4996425232359903e-05,20839636.3065
RMD,20,203.2175,160972.05,292.83690998179287,4.9208360500449026e-05,32712337.570874996
ROK,20,260.7275,130843.45,269.16211042963243,3.835422040252754e-05,34114485.609875
ROL,20,48.400999999999996,119068.3,182.46158717346322,0.0002066073015020351,5763024.7883
ROP,20,554.9075,229502.7,173.63525395083943,1.8021021521604952e-05,127352769.50025001
ROST,20,145.91275000000002,1119197.25,170.2724178775933,6.853410685495269e-05,163305148.53993753
RSG,20,190.42275,96558.85,119.06743859831792,5.251473366496388e-05,18387001.753837503
RTX,20,104.819,655956.0,175.05455620872345,9.540255106421545e-05,68756651.964
RVTY,20,108.12325000000001,129093.55,228.02771753796688,9.248704603311498e-05,13958014.180037502
SBAC,20,194.4105,327669.7,220.0275735279569,5.1437550955323914e-05,63702430.21185001
SBUX,20,80.163,3529210.5,199.24325680684655,0.00012474583037061987,282912101.3115
SCHW,20,73.461,538770.15,169.49196479141546,0.00013612665223724154,39578593.98915
SHW,20,299.255,191428.55,209.60317191818103,3.341631718768275e-05,57285950.73024999
SJM,20,111.16099999999999,140405.9,223.40008658722778,8.995960813594697e-05,15607660.249899998
SLB,20,45.111000000000004,1851214.9,270.96929573815055,0.00022167542284586906,83510155.3539
SMCI,20,829.85,1511524.45,738.1509431898405,1.2050370548894379e-05,1254338564.8325
SNA,20,265.873,33264.95,169.80930856612198,3.761194254399657e-05,8844252.05135
SNPS,20,590.6155,358699.25,248.97584231863766,1.6931489268398814e-05,211853336.88837498
SO,20,78.5955,323193.7,152.1002960499007,0.00012723374747918137,25401570.44835
SOLV,20,54.07725000000001,144709.6,310.2478684042886,0.0001849206459278162,7825497.216600001
SPG,20,149.963,151127.5,179.36674888021201,6.668311516840822e-05,22663533.2825
SPGI,20,438.59399999999994,111430.8,147.9459356600431,2.280012950473559e-05,48872880.2952
SRE,20,75.80225,261864.55,167.6330239347007,0.00013192220547543113,19849922.0852375
STE,20,221.44625000000002,64925.85,170.33469553711348,4.515768499127892e-05,14377586.010562502
STLD,20,125.559,729639.6,278.6531753629486,7.96438327798087e-05,91612818.53639999
STT,20,73.096,195554.8,176.39348218472486,0.0001368063915946153,14294273.6608
STX,20,100.924,844852.4,292.1982907431112,9.908445959335738e-05,85265883.61760001
STZ,20,256.20775,129952.15,164.03297787256676,3.903082557026476e-05,33294747.959162496
SWK,20,83.3345,166063.05,260.8035790213147,0.00011999832002351966,13838781.240225
SWKS,20,100.9485,1384743.2,311.7329990774691,9.906041199225348e-05,139787748.9252
SYF,20,44.1385,528974.6,256.85451668835043,0.00022655957950542044,23348145.3821
SYK,20,343.585,117561.3,214.4809495732315,2.910487943303695e-05,40392299.2605
SYY,20,72.423,306541.15,162.55050847972146,0.00013807768250417686,22200629.70645
T,20,18.222,2840983.65,180.32028358231406,0.0005487871803314674,51768404.070300005
TAP,20,51.25625,226208.55,179.2935335953679,0.0001950981587611267,11594601.9909375
TDG,20,1315.4515,32807.3,235.61585041411666,7.601952637554483e-06,43156411.99595
TDY,20,389.935,42848.9,170.47972041903571,2.5645299857668585e-05,16708285.821500001
TECH,20,75.2265,447490.3,241.4436520243083,0.00013293187905857642,33663129.05295
TEL,20,149.65325,182859.3,190.0972023947458,6.682113485674383e-05,27365488.537725
TER,20,145.3505,1110662.75,315.13205826620026,6.8799212937004e-05,161435386.043875
TFC,20,36.855000000000004,763169.7,222.33374725611029,0.00027133360466693795,28126619.293500002
TFX,20,207.93650000000002,60738.15,249.09556144095805,4.809160488899255e-05,12629678.327475002
TGT,20,146.518,511881.7,225.48125093405847,6.82509998771482e-05,74999882.9206
TJX,20,108.6645,491373.75,141.7267244842545,9.202637475900594e-05,53394882.856875
TMO,20,567.364,145607.2,172.6514554833891,1.7625369251485818e-05,82612283.42080002
TMUS,20,177.341,2659001.65,215.8112579374643,5.638853959321307e-05,471550011.61265
TPR,20,42.537,283106.8,245.19166177545486,0.00023508945153630958,12042513.951599998
TRGP,20,123.1455,284302.8,211.87493191308334,8.120475372628315e-05,35010610.4574
TRMB,20,55.254999999999995,619281.75,203.6417622714269,0.00018097909691430642,34218413.09625
TROW,20,116.51299999999999,451180.85,177.29639360993377,8.582733257233099e-05,52568434.376049995
TRV,20,208.5235,153213.2,204.46309227639154,4.7956225557311286e-05,31948552.710200004
TSCO,20,274.954,544100.25,274.92404735171647,3.636972002589524e-05,149602540.1385
TSLA,20,183.5405,14276403.65,406.21683933398134,5.448388775229445e-05,2620298264.122825
TSN,20,56.0715,161653.85,186.85354756338995,0.00017834372185513138,9064173.850275
TT,20,329.431,154824.8,278.63563028774456,3.0355370320340226e-05,51004088.68879999
TTWO,20,159.5125,716510.65,216.04452745574025,6.269101167620093e-05,114292405.05812499
TXN,20,195.1235,2324275.4,182.1717928312504,5.124959320635392e-05,453520751.0119
TXT,20,86.26899999999999,91643.0,166.72688560208803,0.00011591649375789683,7905949.966999999
TYL,20,482.86025,37131.25,205.13675749000973,2.0709925905062593e-05,17929204.6578125
UAL,20,50.598,2066079.25,318.25324588441157,0.00019763627020830864,104539477.8915
UBER,20,69.655,1623074.9,314.11087412340316,0.00014356471179384107,113055282.15949999
UDR,20,40.222,271261.9,181.7552120306366,0.00024862015812242055,10910696.141800001
UHS,20,188.12775000000002,76110.05,277.69339737770395,5.315536915739437e-05,14318412.458887503
ULTA,20,386.81350000000003,316438.2,206.11488580477697,2.585225179576204e-05,122402567.67570001
UNH,20,492.88800000000003,398192.35,218.4387316953625,2.0288584830630893e-05,196264231.0068
UNP,20,225.55749999999998,257522.5,168.74153887615935,4.4334593174689386e-05,58086131.293749996
UPS,20,136.7925,481190.8,198.78523005161588,7.310342306778516e-05,65823292.508999996
URI,20,634.54125,82271.75,333.95241247458927,1.5759416743986304e-05,52204819.0846875
USB,20,39.35325,866937.2,228.41787807788896,0.00025410861872907575,34116796.3659
V,20,272.2335,518425.2,158.18059590036538,3.6733172074707926e-05,141132706.6842
VICI,20,28.33725,569844.85,176.59911434931604,0.00035289239428667215,16147835.9756625
VLO,20,153.145,280134.05,265.8506812071201,6.529759378366907e-05,42901129.08725
VLTO,20,99.4545,145006.2,180.0964529240567,0.00010054849202399087,14421519.1179
VMC,20,249.413,94241.4,204.335285842646,4.009414104316936e-05,23505030.2982
VRSK,20,265.5155,325679.3,192.02464295616727,3.766258467019817e-05,86472902.17914999
VRSN,20,179.3355,345575.45,172.1073552452451,5.576140808707702e-05,61973946.113475
VRTX,20,475.76450000000006,587999.85,219.4191269627927,2.1018802369659776e-05,279749454.635325
VST,20,88.20349999999999,1067835.7,627.1189252685197,0.00011337418583162802,94186846.16494998
VTR,20,50.112,158533.95,152.99841437257447,0.0001995530012771392,7944453.302400001
VTRS,20,10.438500000000001,3961847.95,281.5268111648714,0.000957992048665996,41355749.82607501
VZ,20,40.684000000000005,1285088.9,164.4761389407795,0.0002457968734637695,52282556.8076
WAB,20,161.8945,133537.1,185.9192538527321,6.176862092288496e-05,21618922.03595
WAT,20,295.4265,77212.65,206.57258310226126,3.384936693221495e-05,22810662.945224997
WBA,20,15.2025,5888956.35,491.5644289378909,0.000657786548265088,89526858.910875
WBD,20,7.612,8534834.65,362.6132181946349,0.0013137151865475565,64967161.3558
WDC,20,76.6755,1609921.35,339.773437070577,0.00013041975598463654,123441524.471925
WEC,20,79.28775,164260.15,138.36268314367342,0.00012612288783576278,13023817.7081625
WELL,20,103.59200000000001,259745.05,149.99753646948272,9.65325507761217e-05,26907509.219600003
WFC,20,58.2115,1713290.05,221.76237390723492,0.0001717873616038068,99733183.74557501
WM,20,206.36999999999998,172249.6,168.5694173907736,4.8456655521635906e-05,35547149.952
WMB,20,41.7845,545407.65,167.42005944495668,0.00023932319400734721,22789585.951425
WMT,20,67.282,1327666.5,160.7833606739507,0.00014862816206414792,89328057.453
WRB,20,79.63300000000001,108930.1,178.82735483470728,0.0001255760802682305,8674430.653300002
WRK,20,50.988749999999996,266191.15,216.44549027560566,0.00019612169351082348,13572753.9995625
WST,20,326.454,89547.55,295.8387568267707,3.063218707689292e-05,29233155.887700003
WTW,20,258.22950000000003,186951.7,159.48104582194014,3.87252424684244e-05,48276444.01515001
WY,20,28.953500000000002,295937.45,185.81982012628507,0.00034538138739703315,8568424.958575001
WYNN,20,90.56949999999999,653624.3,188.14131992232294,0.00011041244569087829,59198426.038849995
XEL,20,54.136,1466999.95,185.682009678746,0.0001847199645337668,79417509.2932
XOM,20,112.535,1466639.0,190.43452763391994,8.886124316879193e-05,165048219.865
XYL,20,137.9785,140070.3,192.17957476587878,7.247505952014264e-05,19326689.88855
YUM,20,136.10475,218685.6,156.7656609613732,7.347282148492246e-05,29764148.9166
ZBH,20,109.2635,245900.5,204.31491197328532,9.15218714392272e-05,26867949.281749997
ZBRA,20,303.6055,128955.5,241.87087645768102,3.2937479722864047e-05,39151599.055250004
ZTS,20,172.9625,343724.45,241.7712237342865,5.781600057816001e-05,59451440.183125004
